,地方番号,品種名,品種名（かな）,分類:水陸,分類:粳糯,系統番号,育成開始年,配布開始年,農林登録番号,農林登録年,命名年,育成地,交配組合せ
10746,"鳥系91号
",,,水稲,粳,3021-09,2003,2010,,,,鳥取県　県農林総合研究所農業試験場,鳥系80号/西南115号
10747,"鳥系92号
",,,水稲,粳,3095-09,2005,2010,,,,鳥取県　県農林総合研究所農業試験場,(西南115号/コシヒカリ)F2//2*コシヒカリ
10748,"鳥系93号
",星空舞,ほしぞらまい,水稲,粳,3059-10,2003,2012,,,2018,鳥取県　県農林総合研究所農業試験場,ササニシキBL1号/5*ゆめそらら
10749,"鳥系94号
",,,水稲,粳,3115-10,2004,2012,,,,鳥取県　県農林総合研究所農業試験場,東北176号/コシヒカリ
10750,"鳥系95号
",,,水稲,粳,3002-11,2006,,,,,鳥取県　県農業試験場,イナバワセ/東北176号
10751,"鳥系96号
",,,水稲,粳,3008-11,2006,,,,,鳥取県　県農業試験場,鳥取旭/東北176号
10752,"鳥系97号
",,,水稲,粳,3050-11,2007,,,,,鳥取県　県農業試験場,おまちかね/愛知112号
10753,"鳥系98号
",,,水稲,粳,3060-11,2007,,,,,鳥取県　県農業試験場,ひとめぼれ/愛知112号
10754,"鳥系99号
",,,水稲,粳,3057-11,2007,,,,,鳥取県　県農業試験場,ヒノヒカリ/愛知112号
10755,"鳥系糯100号
",,,水稲,糯,3073-11,2004,,,,,鳥取県　県農業試験場,ハクトモチ/おまちかね
10756,"鳥系糯101号
",,,水稲,糯,3080-11,2007,,,,,鳥取県　県農業試験場,鈴原糯/ハクトモチ
10757,"鳥系酒102号
",,,水稲,粳,3082-11,2006,,,,,鳥取県　県農業試験場,山田錦/キヌヒカリ
10758,"鳥系酒103号
",,,水稲,粳,3085-11,2005,,,,,鳥取県　県農業試験場,とりの泉/山田錦
10759,"鳥系酒104号
",,,水稲,粳,3098-11,2007,,,,,鳥取県　県農業試験場,山田錦/ゆめそらら
10760,"鳥系酒105号
",,,水稲,粳,3105-11,2007,2013,,,,鳥取県　県農林総合研究所農業試験場,強力2号(放射線突然変異)
10761,"鳥系糯106号
",,,水稲,糯,極モチ8-12,2008,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,青系糯160号/中部糯113号
10762,"鳥系107号
",,,水稲,粳,早生1-12,2003,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,東北IL9号/4*ゆめそらら
10763,"鳥系108号
",,,水稲,粳,中間1-12,2004,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,西南115号/夢つくし
10764,"鳥系109号
",,,水稲,粳,中間19-12,2008,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,越南213号/みねはるか
10765,"鳥系110号
",,,水稲,粳,中生2-12,2004,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,東北176号/コシヒカリ
10766,"鳥系111号
",,,水稲,粳,中生10-12,2007,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,おまちかね/愛知112号
10767,"鳥系酒112号
",,,水稲,粳,中生酒1-12,2007,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,山田錦(突然変異)
10768,"鳥系酒113号
",,,水稲,粳,中生酒4-12,2006,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,山田錦/キヌヒカリ
10769,"鳥系酒114号
",,,水稲,粳,中生酒6-12,2007,2014,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,山田錦(突然変異)
10770,"鳥系115号
",,,水稲,粳,ワセ3-12,2008,2015,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,あきさかり/北陸204号
10771,"鳥系糯116号
",,,水稲,糯,ゴクモチ1,2008,2015,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,ヒメノモチ/ミコトモチ
10772,"鳥系117号
",,,水稲,粳,中生5,2009,2016,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,むさしの14号/中部125号
10773,"鳥系糯118号
",,,水稲,糯,中生糯2,2008,2016,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,中部糯110号/中部糯113号
10774,"鳥系119号
",,,水稲,粳,E9-1,2009,2017,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,西南127号/東北189号
10775,"鳥系120号
",,,水稲,粳,E8-1,2010,2017,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,いのちの壱/中部125号
10776,"鳥系121号
",,,水稲,粳,E8-17,2011,2017,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,中部125号/西南136号
10777,"鳥系香122号
",プリンセスかおり,ぷりんせすかおり,水稲,粳,E9-43,2010,2017,,,2017,鳥取県　県農林水産部とっとり農業戦略課農業試験場,プリンセスサリー/いのちの壱
10778,"鳥系123号
",,,水稲,粳,ワセ12,2010,2018,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,越南235号/いのちの壱
10779,"鳥系124号
",,,水稲,粳,ナカテ7,2011,2019,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,あきさかり/西南136号
10780,"鳥系酒125号
",,,水稲,粳,ゴクサケ3,2009,2019,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,石川酒52号/鳥姫
10781,"鳥系酒126号
",,,水稲,粳,ゴクサケ4,2009,2019,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,神の穂/鳥姫
10782,"鳥系糯127号
",,,水稲,糯,中モチ1,2008,2019,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,ヒメノモチ/ミコトモチ
10783,"鳥系128号
",,,水稲,粳,G5,2012,2019,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,ひたち34号/島系72号
10784,"鳥系129号
",,,水稲,粳,N4,2011,2019,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,あきさかり/西南136号
10785,"鳥系130号
",,,水稲,粳,ゴ7,2013,2019,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,東北212号/新潟100号
10786,"鳥系131号
",,,水稲,粳,ナ10,2013,2019,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,関東263号/中部132号
10787,"鳥系132号
",,,水稲,粳,GW6,2013,2020,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,西南152号/東北212号
10788,"鳥系133号
",,,水稲,粳,Wa8,2013,2020,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,西南136号/北陸258号
10789,"鳥系134号
",,,水稲,粳,NT4,2013,2020,,,,鳥取県　県農林水産部とっとり農業戦略課農業試験場,越南235号/西南144号
10790,"鳥系135号
",,,水稲,粳,極6,2014,2021,,,,鳥取県　県農林水産部農林水産政策課農業試験場,中部134号/奥羽424号
10791,"鳥系136号
",,,水稲,粳,中生5,2013,2021,,,,鳥取県　県農林水産部農林水産政策課農業試験場,おてんとそだち/越南251号
10792,"鳥系137号
",,,水稲,粳,中生7,2014,2021,,,,鳥取県　県農林水産部農林水産政策課農業試験場,あきだわら/元気つくし
10793,"鳥系IL1号
",ゆめそらら,ゆめそらら,水稲,粳,3031-99,1986,2001,,,2007,鳥取県　県農林総合研究所農業試験場,コシヒカリ/アキヒカリ//6*コシヒカリ
10794,"東濃1号
",,,水稲,粳,中山系45,1985,1991,,,,岐阜県　県中山間地農業試験場,コシヒカリ/ホウレイ
10795,"東濃2号
",,,水稲,粳,中山系61,1983,1992,,,,岐阜県　県中山間地農業試験場,中山系3/コシヒカリ
10796,"東濃3号
",,,水稲,粳,中山系71,1984,1992,,,,岐阜県　県中山間地農業試験場,中部42号/コシヒカリ
10797,"東濃4号
",,,水稲,粳,中山系76,1984,1993,,,,岐阜県　県中山間地農業試験場,中部47号/コシヒカリ
10798,"東濃酒5号
",,,水稲,粳,中山系酒118,1987,1994,,,,岐阜県　県中山間地農業試験場,ひだほまれ/五百万石
10799,"東濃6号
",,,水稲,粳,中山系124,1990,1995,,,,岐阜県　県中山間地農業試験場,ヤマヒカリ/愛知67号
10800,"東濃7号
",,,水稲,粳,中山系132,1989,1995,,,,岐阜県　県中山間地農業試験場,ヤマヒカリ/愛知67号
10801,"東濃糯8号
",きねふりもち,きねふりもち,水稲,糯,中山系糯136,1988,1995,,,2009,岐阜県　県中山間農業研究所中津川支所,北陸糯141号/ココノエモチ
10802,"渡育1号
",津軽早生1号,,水稲,粳,,,1918,,,1919,　　農林水産省　北海道農事試験場渡島支場,津軽早生(選出)
10803,"渡育2号
",,,水稲,粳,,,1913,,,,　　農林水産省　北海道農事試験場渡島支場,津軽早生(選出)
10804,"渡育3号
",津軽坊主1号,つがるぼうず1ごう,水稲,粳,,,1921,,,1924,　　農林水産省　北海道農事試験場渡島支場,津軽早生(自然雑種より選出)
10805,"渡育4号
",,,水稲,粳,,,1920,,,,　　農林水産省　北海道農事試験場渡島支場,津軽早生(選出)
10806,"渡育5号
",,,水稲,粳,,,1920,,,,　　農林水産省　北海道農事試験場渡島支場,津軽早生(選出)
10807,"渡育6号
",,,水稲,粳,,,1920,,,,　　農林水産省　北海道農事試験場渡島支場,津軽早生(選出)
10808,"渡育7号
",,,水稲,粳,,,1923,,,,　　農林水産省　北海道農事試験場渡島支場,津軽早生(自然雑種より選出)
10809,"渡育8号
",,,水稲,粳,,,1923,,,,　　農林水産省　北海道農事試験場渡島支場,津軽早生(自然雑種より選出)
10810,"渡育9号
",,,水稲,粳,,,1923,,,,　　農林水産省　北海道農事試験場渡島支場,井越早生(選出)
10811,"渡育10号
",,,水稲,粳,,,1929,,,,　　農林水産省　北海道農事試験場渡島支場,木の子地米(選出)
10812,"渡育11号
",,,水稲,粳,,,1929,,,,　　農林水産省　北海道農事試験場渡島支場,木の子地米(選出)
10813,"渡育12号
",,,水稲,粳,,,1930,,,,　　農林水産省　北海道農事試験場渡島支場,近成(選出)
10814,"渡育13号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,木の子地米(選出)
10815,"渡育14号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,木の子地米(選出)
10816,"渡育15号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,木の子地米(選出)
10817,"渡育16号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,近成(選出)
10818,"渡育17号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,近成(選出)
10819,"渡育18号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,近成(選出)
10820,"渡育19号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,近成(選出)
10821,"渡育20号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,近成(選出)
10822,"渡育21号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,津軽坊主(自然雑種から選出)
10823,"渡育22号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,津軽坊主(自然雑種から選出)
10824,"渡育23号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,近成(選出)
10825,"渡育24号
",,,水稲,粳,,,1931,,,,　　農林水産省　北海道農事試験場渡島支場,近成(選出)
10826,"渡育25号
",,,水稲,粳,,,1933,,,,　　農林水産省　北海道農事試験場渡島支場,鬼将軍1号(選出)
10827,"渡育26号
",,,水稲,粳,,,1933,,,,　　農林水産省　北海道農事試験場渡島支場,鬼将軍1号(選出)
10828,"渡育27号
",,,水稲,粳,,,1933,,,,　　農林水産省　北海道農事試験場渡島支場,渡島糯(坂本)(から選出)
10829,"渡育28号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,亀の尾/坊主6号
10830,"渡育29号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,亀の尾/坊主6号
10831,"渡育30号
",渡島錦,おしまにしき,水稲,粳,,,1934,,,1936,　　農林水産省　北海道農事試験場渡島支場,亀の尾/坊主6号
10832,"渡育31号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,亀の尾/チンコ坊主1号
10833,"渡育32号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,中生愛国/チンコ坊主1号
10834,"渡育33号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,中生愛国/チンコ坊主1号
10835,"渡育34号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,中生愛国/坊主6号
10836,"渡育35号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,早生大野/坊主6号
10837,"渡育36号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,坊主2号/亀の尾
10838,"渡育37号
",玉光,たまひかり、ぎょくこう,水稲,粳,,,1934,,,1938,　　農林水産省　北海道農事試験場渡島支場,亀の尾/坊主6号
10839,"渡育38号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,坊主2号/中生愛国
10840,"渡育39号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,中生愛国/中生愛国
10841,"渡育40号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,坊主2号/亀の尾
10842,"渡育41号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,坊主2号/亀の尾
10843,"渡育42号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,亀の尾/坊主6号
10844,"渡育43号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,亀の尾/坊主6号
10845,"渡育44号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,早生大野/走坊主
10846,"渡育45号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,坊主6号/大和力
10847,"渡育46号
",南光,,水稲,粳,,,1934,,,1936,　　農林水産省　北海道農事試験場渡島支場,中生愛国/大和力
10848,"渡育47号
",,,水稲,粳,,,,,,,北海道　道庁立渡島農事試験場,中生愛国/チンコ坊主1号
10849,"渡育48号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,坊主2号/亀の尾
10850,"渡育49号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,坊主6号/新イ号
10851,"渡育50号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,早生大野/坊主6号
10852,"渡育51号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,早生大野/坊主2号
10853,"渡育52号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,穀良都/地米
10854,"渡育53号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,坊主2号/中生愛国
10855,"渡育54号
",,,水稲,粳,,,1934,,,,　　農林水産省　北海道農事試験場渡島支場,中生愛国/坊主6号
10856,"渡育55号
",,,水稲,粳,,,1936,,,,　　農林水産省　北海道農事試験場渡島支場,銀坊主/走坊主
10857,"渡育56号
",,,水稲,粳,,,1936,,,,　　農林水産省　北海道農事試験場渡島支場,坊主2号/中生愛国
10858,"渡育57号
",,,水稲,粳,,,1936,,,,　　農林水産省　北海道農事試験場渡島支場,中生愛国/坊主6号
10859,"渡育58号
",,,水稲,粳,,,1936,,,,　　農林水産省　北海道農事試験場渡島支場,中生愛国/坊主6号
10860,"渡育59号
",,,水稲,粳,,,1936,,,,　　農林水産省　北海道農事試験場渡島支場,渡育36号(分離)
10861,"渡育60号
",,,水稲,粳,,,1936,,,,　　農林水産省　北海道農事試験場渡島支場,渡育47号(分離)
